package,protocol,requested,resolved
"@types/through","npm","*","0.0.33"
"@types/tough-cookie","npm","*","4.0.5"
"@types/triple-beam","npm","^1.3.2","1.3.5"
"@types/ua-parser-js","npm","^0.7.36","0.7.39"
"@types/unist","npm","*","3.0.3"
"@types/unist","npm","^3.0.0","3.0.3"
"@types/uuid","npm","^9.0.1","9.0.8"
"@types/validator","npm","^13.7.17","13.12.2"
"@types/wait-on","npm","^5.3.1","5.3.4"
"@types/wrap-ansi","npm","^3.0.0","3.0.0"
"@types/yargs","npm","^15.0.15","15.0.19"
"@types/yargs","npm","^17.0.8","17.0.32"
"@types/yargs-parser","npm","*","21.0.3"
"@typescript-eslint/eslint-plugin","npm","^6.19.0","6.21.0"
"@typescript-eslint/parser","npm","^6.19.0","6.21.0"
"@typescript-eslint/scope-manager","npm","5.62.0","5.62.0"
"@typescript-eslint/scope-manager","npm","6.21.0","6.21.0"
"@typescript-eslint/type-utils","npm","6.21.0","6.21.0"
"@typescript-eslint/types","npm","5.62.0","5.62.0"
"@typescript-eslint/types","npm","6.21.0","6.21.0"
"@typescript-eslint/typescript-estree","npm","5.62.0","5.62.0"
"@typescript-eslint/typescript-estree","npm","6.21.0","6.21.0"
"@typescript-eslint/utils","npm","^5.45.0","5.62.0"
"@typescript-eslint/utils","npm","6.21.0","6.21.0"
"@typescript-eslint/visitor-keys","npm","5.62.0","5.62.0"
"@typescript-eslint/visitor-keys","npm","6.21.0","6.21.0"
"@uiw/react-json-view","npm","^2.0.0-alpha.17","2.0.0-alpha.24"
"@ungap/structured-clone","npm","^1.0.0","1.2.0"
"@ungap/structured-clone","npm","^1.2.0","1.2.0"
"@verdaccio/commons-api","npm","^9.7.1","9.7.1"
"@verdaccio/commons-api","npm","9.7.1","9.7.1"
"@verdaccio/file-locking","npm","^9.7.2","9.7.2"
"@verdaccio/local-storage","npm","9.7.5","9.7.5"
"@verdaccio/readme","npm","9.7.5","9.7.5"
"@verdaccio/streams","npm","^9.7.2","9.7.2"
"@verdaccio/streams","npm","9.7.2","9.7.2"
"@verdaccio/ui-theme","npm","1.15.1","1.15.1"
"@vitejs/plugin-react","npm","^4.0.1","4.2.1"
"@vitejs/plugin-react","npm","^4.2.1","4.2.1"
"@vitejs/plugin-react","npm","4.2.1","4.2.1"
"@vitest/coverage-v8","npm","^0.32.2","0.32.4"
"@vitest/expect","npm","0.32.4","0.32.4"
"@vitest/expect","npm","2.0.5","2.0.5"
"@vitest/expect","npm","2.1.3","2.1.3"
"@vitest/expect","npm","2.1.4","2.1.4"
"@vitest/mocker","npm","2.1.3","2.1.3"
"@vitest/mocker","npm","2.1.4","2.1.4"
"@vitest/pretty-format","npm","^2.1.3","2.1.3"
"@vitest/pretty-format","npm","^2.1.4","2.1.4"
"@vitest/pretty-format","npm","2.0.5","2.0.5"
"@vitest/pretty-format","npm","2.1.2","2.1.2"
"@vitest/pretty-format","npm","2.1.3","2.1.3"
"@vitest/pretty-format","npm","2.1.4","2.1.4"
"@vitest/runner","npm","0.32.4","0.32.4"
"@vitest/runner","npm","2.1.3","2.1.3"
"@vitest/runner","npm","2.1.4","2.1.4"
"@vitest/snapshot","npm","0.32.4","0.32.4"
"@vitest/snapshot","npm","2.1.3","2.1.3"
"@vitest/snapshot","npm","2.1.4","2.1.4"
"@vitest/spy","npm","0.32.4","0.32.4"
"@vitest/spy","npm","2.0.5","2.0.5"
"@vitest/spy","npm","2.1.3","2.1.3"
"@vitest/spy","npm","2.1.4","2.1.4"
"@vitest/utils","npm","^2.0.5","2.1.2"
"@vitest/utils","npm","0.32.4","0.32.4"
"@vitest/utils","npm","2.0.5","2.0.5"
"@vitest/utils","npm","2.1.3","2.1.3"
"@vitest/utils","npm","2.1.4","2.1.4"
"@wessberg/stringutil","npm","^1.0.19","1.0.19"
"abab","npm","^2.0.0","2.0.6"
"abab","npm","^2.0.6","2.0.6"
"abbrev","npm","^2.0.0","2.0.0"
"abbrev","npm","1","1.1.1"
"abort-controller","npm","^3.0.0","3.0.0"
"abstract-leveldown","npm","^6.2.1","6.3.0"
"abstract-leveldown","npm","~6.0.1","6.0.3"
"abstract-leveldown","npm","~6.2.1","6.2.3"
"accepts","npm","~1.3.5","1.3.8"
"accepts","npm","~1.3.7","1.3.8"
"accepts","npm","~1.3.8","1.3.8"
"acorn","npm","^6.0.1","6.4.2"
"acorn","npm","^7.1.0","7.4.1"
"acorn","npm","^7.4.0","7.4.1"
"acorn","npm","^7.4.1","7.4.1"
"acorn","npm","^8.10.0","8.11.3"
"acorn","npm","^8.11.3","8.11.3"
"acorn","npm","^8.4.1","8.11.3"
"acorn","npm","^8.5.0","8.11.3"
"acorn","npm","^8.8.2","8.11.3"
"acorn","npm","^8.9.0","8.11.3"
"acorn-globals","npm","^4.3.2","4.3.4"
"acorn-import-attributes","npm","^1.9.5","1.9.5"
"acorn-jsx","npm","^5.3.1","5.3.2"
"acorn-jsx","npm","^5.3.2","5.3.2"
"acorn-loose","npm","8.3.0","8.3.0"
"acorn-walk","npm","^6.0.1","6.2.0"
"acorn-walk","npm","^7.2.0","7.2.0"
"acorn-walk","npm","^8.1.1","8.3.2"
"acorn-walk","npm","^8.2.0","8.3.2"
"acorn-walk","npm","8.2.0","8.2.0"
"adjust-sourcemap-loader","npm","^4.0.0","4.0.0"
"agent-base","npm","^7.0.2","7.1.1"
"agent-base","npm","^7.1.0","7.1.1"
"agent-base","npm","^7.1.1","7.1.1"
"agent-base","npm","6","6.0.2"
"aggregate-error","npm","^3.0.0","3.1.0"
"ajv","npm","^6.10.0","6.12.6"
"ajv","npm","^6.12.3","6.12.6"
"ajv","npm","^6.12.4","6.12.6"
"ajv","npm","^8.0.1","8.13.0"
"ajv","npm","^8.12.0","8.17.1"
"ajv","npm","^8.17.1","8.17.1"
"ajv-draft-04","npm","^1.0.0","1.0.0"
"ansi-align","npm","^3.0.0","3.0.1"
"ansi-colors","npm","^4.1.1","4.1.3"
"ansi-colors","npm","^4.1.3","4.1.3"
"ansi-escapes","npm","^4.2.1","4.3.2"
"ansi-escapes","npm","^4.3.0","4.3.2"
"ansi-escapes","npm","^4.3.2","4.3.2"
"ansi-regex","npm","^2.0.0","2.1.1"
"ansi-regex","npm","^5.0.1","5.0.1"
"ansi-regex","npm","^6.0.1","6.0.1"
"ansi-styles","npm","^2.2.1","2.2.1"
"ansi-styles","npm","^3.2.1","3.2.1"
"ansi-styles","npm","^4.0.0","4.3.0"
"ansi-styles","npm","^4.1.0","4.3.0"
"ansi-styles","npm","^4.2.0","4.3.0"
"ansi-styles","npm","^5.0.0","5.2.0"
"ansi-styles","npm","^6.1.0","6.2.1"
"ansicolors","npm","~0.3.2","0.3.2"
"any-promise","npm","^1.0.0","1.3.0"
"anymatch","npm","^3.0.3","3.1.3"
"anymatch","npm","~3.1.2","3.1.3"
"apache-md5","npm","1.1.2","1.1.2"
"app-root-dir","npm","^1.0.2","1.0.2"
"append-field","npm","^1.0.0","1.0.0"
"arg","npm","^4.1.0","4.1.3"
"arg","npm","^5.0.2","5.0.2"
"argparse","npm","^1.0.7","1.0.10"
"argparse","npm","^2.0.1","2.0.1"
"argparse","npm","~1.0.9","1.0.10"
"aria-hidden","npm","^1.1.1","1.2.4"
"aria-query","npm","^5.0.0","5.3.0"
"aria-query","npm","5.1.3","5.1.3"
"aria-query","npm","5.3.0","5.3.0"
"array-buffer-byte-length","npm","^1.0.0","1.0.1"
"array-buffer-byte-length","npm","^1.0.1","1.0.1"
"array-equal","npm","^1.0.0","1.0.2"
"array-find-index","npm","^1.0.2","1.0.2"
"array-flatten","npm","1.1.1","1.1.1"
"array-includes","npm","^3.1.6","3.1.8"
"array-includes","npm","^3.1.7","3.1.8"
"array-union","npm","^2.1.0","2.1.0"
"array.prototype.findlast","npm","^1.2.4","1.2.5"
"array.prototype.flat","npm","^1.2.3","1.3.2"
"array.prototype.flat","npm","^1.3.1","1.3.2"
"array.prototype.flatmap","npm","^1.3.2","1.3.2"
"array.prototype.map","npm","^1.0.5","1.0.7"
"array.prototype.toreversed","npm","^1.1.2","1.1.2"
"array.prototype.tosorted","npm","^1.1.3","1.1.3"
"arraybuffer.prototype.slice","npm","^1.0.3","1.0.3"
"arrify","npm","^1.0.1","1.0.1"
"asap","npm","~2.0.3","2.0.6"
"asn1","npm","~0.2.3","0.2.6"
"assert-plus","npm","^1.0.0","1.0.0"
"assert-plus","npm","1.0.0","1.0.0"
"assertion-error","npm","^1.1.0","1.1.0"
"assertion-error","npm","^2.0.1","2.0.1"
"ast-types","npm","^0.16.1","0.16.1"
"astral-regex","npm","^2.0.0","2.0.0"
"async","npm","^3.2.3","3.2.5"
"async","npm","3.2.0","3.2.0"
"async","npm","3.2.3","3.2.3"
"asynckit","npm","^0.4.0","0.4.0"
"asyncro","npm","^3.0.0","3.0.0"
"at-least-node","npm","^1.0.0","1.0.0"
"auto-bind","npm","~4.0.0","4.0.0"
"autoprefixer","npm","^10.1.0","10.4.19"
"autoprefixer","npm","^10.4.16","10.4.19"
"autoprefixer","npm","^10.4.17","10.4.19"
"autoprefixer","npm","^10.4.19","10.4.19"
"available-typed-arrays","npm","^1.0.7","1.0.7"
"awilix","npm","^8.0.1","8.0.1"
"aws-sign2","npm","~0.7.0","0.7.0"
"aws4","npm","^1.8.0","1.13.2"
"axios","npm","^0.21.4","0.21.4"
"axios","npm","^0.24.0","0.24.0"
"axios","npm","^1.6.1","1.7.7"
"axios","npm","^1.6.8","1.6.8"
"axios-mock-adapter","npm","^1.19.0","1.22.0"
"axios-retry","npm","^3.1.9","3.9.1"
"babel-jest","npm","^29.7.0","29.7.0"
"babel-plugin-istanbul","npm","^6.1.1","6.1.1"
"babel-plugin-jest-hoist","npm","^29.6.3","29.6.3"
"babel-plugin-macros","npm","^3.0.1","3.1.0"
"babel-plugin-polyfill-corejs2","npm","^0.4.10","0.4.11"
"babel-plugin-polyfill-corejs3","npm","^0.10.4","0.10.4"
"babel-plugin-polyfill-regenerator","npm","^0.6.1","0.6.2"
"babel-plugin-syntax-trailing-function-commas","npm","^7.0.0-beta.0","7.0.0-beta.0"
"babel-plugin-transform-async-to-promises","npm","^0.8.15","0.8.18"
"babel-plugin-transform-replace-expressions","npm","^0.2.0","0.2.0"
"babel-preset-current-node-syntax","npm","^1.0.0","1.0.1"
"babel-preset-fbjs","npm","^3.4.0","3.4.0"
"babel-preset-jest","npm","^29.6.3","29.6.3"
"balanced-match","npm","^1.0.0","1.0.2"
"base64-js","npm","^1.3.1","1.5.1"
"basic-auth","npm","~2.0.1","2.0.1"
"bcrypt-pbkdf","npm","^1.0.0","1.0.2"
"bcryptjs","npm","2.4.3","2.4.3"
"better-opn","npm","^3.0.2","3.0.2"
"better-path-resolve","npm","1.0.0","1.0.0"
"big-integer","npm","^1.6.44","1.6.52"
"big.js","npm","^5.2.2","5.2.2"
"bignumber.js","npm","^9.1.2","9.1.2"
"binary-extensions","npm","^2.0.0","2.3.0"
"bl","npm","^4.1.0","4.1.0"
"bl","npm","^5.0.0","5.1.0"
"body-parser","npm","1.19.0","1.19.0"
"body-parser","npm","1.20.2","1.20.2"
"body-parser","npm","1.20.3","1.20.3"
"boolbase","npm","^1.0.0","1.0.0"
"bowser","npm","^2.11.0","2.11.0"
"boxen","npm","^5","5.1.2"
"boxen","npm","^5.0.1","5.1.2"
"bplist-parser","npm","^0.2.0","0.2.0"
"brace-expansion","npm","^1.1.7","1.1.11"
"brace-expansion","npm","^2.0.1","2.0.1"
"braces","npm","^3.0.2","3.0.2"
"braces","npm","~3.0.2","3.0.2"
"breakword","npm","^1.0.5","1.0.6"
"brotli-size","npm","^4.0.0","4.0.0"
"browser-assert","npm","^1.2.1","1.2.1"
"browser-process-hrtime","npm","^1.0.0","1.0.0"
"browserslist","npm","^4.0.0","4.23.0"
"browserslist","npm","^4.21.10","4.23.0"
"browserslist","npm","^4.21.4","4.23.0"
"browserslist","npm","^4.22.2","4.23.0"
"browserslist","npm","^4.23.0","4.23.0"
"browserslist","npm","^4.23.1","4.23.3"
"browserslist-generator","npm","^2.1.0","2.1.0"
"bs-logger","npm","^0.2.6","0.2.6"
"bs-logger","npm","0.x","0.2.6"
"bser","npm","2.1.1","2.1.1"
"buffer","npm","^5.5.0","5.7.1"
"buffer","npm","^5.6.0","5.7.1"
"buffer","npm","^6.0.3","6.0.3"
"buffer-equal-constant-time","npm","1.0.1","1.0.1"
"buffer-from","npm","^1.0.0","1.1.2"
"buffer-writer","npm","2.0.0","2.0.0"
"builtin-modules","npm","^3.1.0","3.3.0"
"builtin-modules","npm","^3.3.0","3.3.0"
"bullmq","npm","5.13.0","5.13.0"
"bundle-name","npm","^3.0.0","3.0.0"
"bundle-name","npm","^4.1.0","4.1.0"
"bundle-require","npm","^4.0.0","4.1.0"
"bunyan","npm","1.8.15","1.8.15"
"busboy","npm","^1.0.0","1.6.0"
"bytes","npm","3.0.0","3.0.0"
"bytes","npm","3.1.0","3.1.0"
"bytes","npm","3.1.2","3.1.2"
"cac","npm","^6.7.12","6.7.14"
"cac","npm","^6.7.14","6.7.14"
"cacache","npm","^18.0.0","18.0.3"
"cacheable-lookup","npm","^5.0.3","5.0.4"
"cacheable-request","npm","^7.0.2","7.0.4"
"call-bind","npm","^1.0.2","1.0.7"
"call-bind","npm","^1.0.5","1.0.7"
"call-bind","npm","^1.0.6","1.0.7"
"call-bind","npm","^1.0.7","1.0.7"
"call-me-maybe","npm","^1.0.1","1.0.2"
"callsites","npm","^3.0.0","3.1.0"
"camel-case","npm","^4.1.2","4.1.2"
"camelcase","npm","^5.0.0","5.3.1"
"camelcase","npm","^5.3.1","5.3.1"
"camelcase","npm","^6.2.0","6.3.0"
"camelcase-css","npm","^2.0.1","2.0.1"
"camelcase-keys","npm","^6.2.2","6.2.2"
"camelize","npm","^1.0.0","1.0.1"
"caniuse-api","npm","^3.0.0","3.0.0"
"caniuse-lite","npm","^1.0.0","1.0.30001616"
"caniuse-lite","npm","^1.0.30001518","1.0.30001616"
"caniuse-lite","npm","^1.0.30001587","1.0.30001616"
"caniuse-lite","npm","^1.0.30001599","1.0.30001616"
"caniuse-lite","npm","^1.0.30001646","1.0.30001657"
"capital-case","npm","^1.0.4","1.0.4"
"cardinal","npm","^2.1.1","2.1.1"
"caseless","npm","~0.12.0","0.12.0"
"chai","npm","^4.3.7","4.4.1"
"chai","npm","^5.1.1","5.1.1"
"chai","npm","^5.1.2","5.1.2"
"chalk","npm","*","5.3.0"
"chalk","npm","^1.0.0","1.1.3"
"chalk","npm","^1.1.3","1.1.3"
"chalk","npm","^2.1.0","2.4.2"
"chalk","npm","^2.4.2","2.4.2"
"chalk","npm","^3.0.0","3.0.0"
"chalk","npm","^4.0.0","4.1.2"
"chalk","npm","^4.0.2","4.1.2"
"chalk","npm","^4.1.0","4.1.2"
"chalk","npm","^4.1.1","4.1.2"
"chalk","npm","^4.1.2","4.1.2"
"chalk","npm","^5.0.0","5.3.0"
"chalk","npm","^5.2.0","5.3.0"
"change-case","npm","^4.1.2","4.1.2"
"change-case-all","npm","1.0.15","1.0.15"
"char-regex","npm","^1.0.2","1.0.2"
"chardet","npm","^0.7.0","0.7.0"
"check-error","npm","^1.0.3","1.0.3"
"check-error","npm","^2.1.1","2.1.1"
"chokidar","npm","^3.4.2","3.6.0"
"chokidar","npm","^3.5.1","3.6.0"
"chokidar","npm","^3.5.2","3.6.0"
"chokidar","npm","^3.5.3","3.6.0"
"chokidar","npm","^3.6.0","3.6.0"
"chokidar","npm","3.5.3","3.5.3"
"chownr","npm","^2.0.0","2.0.0"
"chromatic","npm","^6.20.0","6.24.1"
"ci-info","npm","^3.2.0","3.9.0"
"ci-info","npm","^3.7.0","3.9.0"
"cjs-module-lexer","npm","^1.0.0","1.3.1"
"cjs-module-lexer","npm","^1.2.2","1.4.1"
"classnames","npm","^2.3.2","2.5.1"
"clean-stack","npm","^2.0.0","2.2.0"
"clean-stack","npm","^3.0.0","3.0.1"
"cli-boxes","npm","^2.2.1","2.2.1"
"cli-cursor","npm","^3.1.0","3.1.0"
"cli-cursor","npm","^4.0.0","4.0.0"
"cli-progress","npm","^3.4.0","3.12.0"
"cli-spinners","npm","^2.5.0","2.9.2"
"cli-spinners","npm","^2.6.1","2.9.2"
"cli-spinners","npm","^2.9.2","2.9.2"
"cli-truncate","npm","^2.1.0","2.1.0"
"cli-truncate","npm","2.1.0","2.1.0"
"cli-ux","npm","^5.4.9","5.6.7"
"cli-width","npm","^3.0.0","3.0.0"
"cli-width","npm","^4.1.0","4.1.0"
"cliui","npm","^6.0.0","6.0.0"
"cliui","npm","^7.0.2","7.0.4"
"cliui","npm","^8.0.1","8.0.1"
"clone","npm","^1.0.2","1.0.4"
"clone-response","npm","^1.0.2","1.0.3"
"clsx","npm","^1.2.1","1.2.1"
"clsx","npm","^2.0.0","2.1.1"
"clsx","npm","2.0.0","2.0.0"
"cluster-key-slot","npm","^1.1.0","1.1.2"
"cmdk","npm","^0.2.0","0.2.1"
"co","npm","^4.6.0","4.6.0"
"code-error-fragment","npm","0.0.230","0.0.230"
"collect-v8-coverage","npm","^1.0.0","1.0.2"
"color","npm","^3.1.3","3.2.1"
"color-convert","npm","^1.9.0","1.9.3"
"color-convert","npm","^1.9.3","1.9.3"
"color-convert","npm","^2.0.1","2.0.1"
"color-name","npm","^1.0.0","1.1.4"
"color-name","npm","~1.1.4","1.1.4"
"color-name","npm","1.1.3","1.1.3"
"color-string","npm","^1.6.0","1.9.1"
"colord","npm","^2.9.1","2.9.3"
"colorette","npm","^1.2.0","1.4.0"
"colorette","npm","^1.4.0","1.4.0"
"colorette","npm","^2.0.16","2.0.20"
"colorette","npm","2.0.19","2.0.19"
"colorspace","npm","1.1.x","1.1.4"
"combined-stream","npm","^1.0.6","1.0.8"
"combined-stream","npm","^1.0.8","1.0.8"
"combined-stream","npm","~1.0.6","1.0.8"
"commander","npm","*","12.1.0"
"commander","npm","^10.0.0","10.0.1"
"commander","npm","^10.0.1","10.0.1"
"commander","npm","^2.20.0","2.20.3"
"commander","npm","^4.0.0","4.1.1"
"commander","npm","^6.0.0","6.2.1"
"commander","npm","^7.2.0","7.2.0"
"commander","npm","^8.2.0","8.3.0"
"commander","npm","^9.0.0","9.5.0"
"commander","npm","^9.4.1","9.5.0"
"commander","npm","11.0.0","11.0.0"
"commander","npm","3.0.2","3.0.2"
"comment-patterns","npm","^0.12.0","0.12.2"
"commenting","npm","~1.1.0","1.1.0"
"common-tags","npm","1.8.2","1.8.2"
"commondir","npm","^1.0.1","1.0.1"
"compatfactory","npm","^3.0.0","3.0.0"
"component-emitter","npm","^1.2.0","1.3.1"
"compressible","npm","~2.0.16","2.0.18"
"compression","npm","^1.7.4","1.7.4"
"compression","npm","1.7.4","1.7.4"
"concat-map","npm","0.0.1","0.0.1"
"concat-stream","npm","^1.5.2","1.6.2"
"concat-with-sourcemaps","npm","^1.1.0","1.1.0"
"confbox","npm","^0.1.7","0.1.7"
"configstore","npm","^5.0.1","5.0.1"
"configstore","npm","^6.0.0","6.0.0"
"configstore","npm","5.0.1","5.0.1"
"connect-redis","npm","5.2.0","5.2.0"
"constant-case","npm","^3.0.4","3.0.4"
"content-disposition","npm","0.5.3","0.5.3"
"content-disposition","npm","0.5.4","0.5.4"
"content-type","npm","~1.0.4","1.0.5"
"content-type","npm","~1.0.5","1.0.5"
"convert-source-map","npm","^1.7.0","1.9.0"
"convert-source-map","npm","^2.0.0","2.0.0"
"cookie","npm","^0.5.0","0.5.0"
"cookie","npm","0.4.0","0.4.0"
"cookie","npm","0.4.1","0.4.1"
"cookie","npm","0.6.0","0.6.0"
"cookie","npm","0.7.1","0.7.1"
"cookie-parser","npm","^1.4.6","1.4.6"
"cookie-signature","npm","1.0.6","1.0.6"
"cookie-signature","npm","1.0.7","1.0.7"
"cookiejar","npm","^2.1.0","2.1.4"
"cookies","npm","0.8.0","0.8.0"
"copy-to-clipboard","npm","^3.3.3","3.3.3"
"copyfiles","npm","^2.4.1","2.4.1"
"core-js","npm","^3.32.1","3.38.1"
"core-js-compat","npm","^3.31.0","3.37.0"
"core-js-compat","npm","^3.36.1","3.37.0"
"core-util-is","npm","~1.0.0","1.0.3"
"core-util-is","npm","1.0.2","1.0.2"
"cors","npm","^2.8.5","2.8.5"
"cors","npm","2.8.5","2.8.5"
"cosmiconfig","npm","^7.0.0","7.1.0"
"cosmiconfig","npm","^7.0.1","7.1.0"
"cosmiconfig","npm","^8.1.3","8.3.6"
"cosmiconfig","npm","^8.3.5","8.3.6"
"create-jest","npm","^29.7.0","29.7.0"
"create-medusa-app","workspace","packages/cli/create-medusa-app","0.0.0-use.local"
"create-require","npm","^1.1.0","1.1.1"
"cron-parser","npm","^4.2.0","4.9.0"
"cron-parser","npm","^4.6.0","4.9.0"
"cron-parser","npm","^4.9.0","4.9.0"
"cross-env","npm","^5.2.1","5.2.1"
"cross-env","npm","^7.0.3","7.0.3"
"cross-fetch","npm","^3.1.5","3.1.8"
"cross-fetch","npm","4.0.0","4.0.0"
"cross-inspect","npm","1.0.0","1.0.0"
"cross-inspect","npm","1.0.1","1.0.1"
"cross-spawn","npm","^5.1.0","5.1.0"
"cross-spawn","npm","^6.0.0","6.0.5"
"cross-spawn","npm","^6.0.5","6.0.5"
"cross-spawn","npm","^7.0.0","7.0.3"
"cross-spawn","npm","^7.0.1","7.0.3"
"cross-spawn","npm","^7.0.2","7.0.3"
"cross-spawn","npm","^7.0.3","7.0.3"
"crosspath","npm","^2.0.0","2.0.0"
"crypto-random-string","npm","^2.0.0","2.0.0"
"crypto-random-string","npm","^4.0.0","4.0.0"
"css-color-keywords","npm","^1.0.0","1.0.0"
"css-declaration-sorter","npm","^6.3.1","6.4.1"
"css-loader","npm","^6.7.3","6.11.0"
"css-select","npm","^4.1.3","4.3.0"
"css-select","npm","^5.1.0","5.1.0"
"css-to-react-native","npm","3.2.0","3.2.0"
"css-tree","npm","^1.1.2","1.1.3"
"css-tree","npm","^1.1.3","1.1.3"
"css-tree","npm","^2.3.1","2.3.1"
"css-tree","npm","~2.2.0","2.2.1"
"css-what","npm","^6.0.1","6.1.0"
"css-what","npm","^6.1.0","6.1.0"
"css.escape","npm","^1.5.1","1.5.1"
"cssesc","npm","^3.0.0","3.0.0"
"cssnano","npm","^5.0.1","5.1.15"
"cssnano-preset-default","npm","^5.2.14","5.2.14"
"cssnano-utils","npm","^3.1.0","3.1.0"
"csso","npm","^4.2.0","4.2.0"
"csso","npm","^5.0.5","5.0.5"
"cssom","npm","^0.4.1","0.4.4"
"cssom","npm","~0.3.6","0.3.8"
"cssstyle","npm","^2.0.0","2.3.0"
"cssstyle","npm","^3.0.0","3.0.0"
"csstype","npm","^3.0.2","3.1.3"
"csstype","npm","3.1.3","3.1.3"
"csv","npm","^5.5.3","5.5.3"
"csv-generate","npm","^3.4.3","3.4.3"
"csv-parse","npm","^4.16.3","4.16.3"
"csv-stringify","npm","^5.6.5","5.6.5"
"cva","npm","1.0.0-beta.1","1.0.0-beta.1"
"dashdash","npm","^1.12.0","1.14.1"
"data-uri-to-buffer","npm","^4.0.0","4.0.1"
"data-urls","npm","^1.1.0","1.1.0"
"data-urls","npm","^4.0.0","4.0.0"
"data-view-buffer","npm","^1.0.1","1.0.1"
"data-view-byte-length","npm","^1.0.1","1.0.1"
"data-view-byte-offset","npm","^1.0.0","1.0.0"
"dataloader","npm","^1.4.0","1.4.0"
"date-fns","npm","^3.6.0","3.6.0"
"dayjs","npm","1.10.4","1.10.4"
"debug","npm","^3.1.0","3.2.7"
"debug","npm","^3.2.7","3.2.7"
"debug","npm","^4.0.1","4.3.4"
"debug","npm","^4.1.0","4.3.4"
"debug","npm","^4.1.1","4.3.4"
"debug","npm","^4.3.1","4.3.4"
"debug","npm","^4.3.2","4.3.4"
"debug","npm","^4.3.4","4.3.4"
"debug","npm","^4.3.5","4.3.7"
"debug","npm","^4.3.6","4.3.7"
"debug","npm","^4.3.7","4.3.7"
"debug","npm","2.6.9","2.6.9"
"debug","npm","4","4.3.4"
"debug","npm","4.3.4","4.3.4"
"decamelize","npm","^1.1.0","1.2.0"
"decamelize","npm","^1.2.0","1.2.0"
"decamelize-keys","npm","^1.1.0","1.1.1"
"decimal.js","npm","^10.4.3","10.4.3"
"decko","npm","^1.2.0","1.2.0"
"decompress-response","npm","^6.0.0","6.0.0"
"dedent","npm","^1.0.0","1.5.3"
"deeks","npm","3.1.0","3.1.0"
"deep-eql","npm","^4.1.3","4.1.3"
"deep-eql","npm","^5.0.1","5.0.2"
"deep-equal","npm","^2.0.5","2.2.3"
"deep-is","npm","^0.1.3","0.1.4"
"deep-is","npm","~0.1.3","0.1.4"
"deepmerge","npm","^4.2.2","4.3.1"
"deepmerge","npm","^4.3.1","4.3.1"
"default-browser","npm","^4.0.0","4.0.0"
"default-browser","npm","^5.2.1","5.2.1"
"default-browser-id","npm","^3.0.0","3.0.0"
"default-browser-id","npm","^5.0.0","5.0.0"
"defaults","npm","^1.0.3","1.0.4"
"defer-to-connect","npm","^2.0.0","2.0.1"
"deferred-leveldown","npm","~5.3.0","5.3.0"
"define-data-property","npm","^1.0.1","1.1.4"
"define-data-property","npm","^1.1.4","1.1.4"
"define-lazy-prop","npm","^2.0.0","2.0.0"
"define-lazy-prop","npm","^3.0.0","3.0.0"
"define-properties","npm","^1.2.0","1.2.1"
"define-properties","npm","^1.2.1","1.2.1"
"del","npm","^6.0.0","6.1.1"
"delayed-stream","npm","~1.0.0","1.0.0"
"denque","npm","^2.1.0","2.1.0"
"depd","npm","~1.1.2","1.1.2"
"depd","npm","~2.0.0","2.0.0"
"depd","npm","2.0.0","2.0.0"
"dependency-graph","npm","^0.11.0","0.11.0"
"dequal","npm","^2.0.2","2.0.3"
"dequal","npm","^2.0.3","2.0.3"
"destroy","npm","~1.0.4","1.0.4"
"destroy","npm","1.2.0","1.2.0"
"detect-indent","npm","^6.0.0","6.1.0"
"detect-newline","npm","^3.0.0","3.1.0"
"detect-node-es","npm","^1.1.0","1.1.0"
"didyoumean","npm","^1.2.2","1.2.2"
"diff","npm","^4.0.1","4.0.2"
"diff-sequences","npm","^29.4.3","29.6.3"
"diff-sequences","npm","^29.6.3","29.6.3"
"dir-glob","npm","^3.0.1","3.0.1"
"dlv","npm","^1.1.3","1.1.3"
"doc-path","npm","4.1.1","4.1.1"
"doctrine","npm","^2.1.0","2.1.0"
"doctrine","npm","^3.0.0","3.0.0"
"dom-accessibility-api","npm","^0.5.6","0.5.16"
"dom-accessibility-api","npm","^0.5.9","0.5.16"
"dom-accessibility-api","npm","^0.6.3","0.6.3"
"dom-serializer","npm","^1.0.1","1.4.1"
"dom-serializer","npm","^2.0.0","2.0.0"
"dom-walk","npm","^0.1.0","0.1.2"
"domelementtype","npm","^2.0.1","2.3.0"
"domelementtype","npm","^2.2.0","2.3.0"
"domelementtype","npm","^2.3.0","2.3.0"
"domexception","npm","^1.0.1","1.0.1"
"domexception","npm","^4.0.0","4.0.0"
"domhandler","npm","^4.2.0","4.3.1"
"domhandler","npm","^4.3.1","4.3.1"
"domhandler","npm","^5.0.2","5.0.3"
"domhandler","npm","^5.0.3","5.0.3"
"dompurify","npm","^2.2.6","2.5.6"
"dompurify","npm","^3.0.6","3.1.6"
"domutils","npm","^2.8.0","2.8.0"
"domutils","npm","^3.0.1","3.1.0"
"dot-case","npm","^3.0.4","3.0.4"
"dot-prop","npm","^5.2.0","5.3.0"
"dot-prop","npm","^6.0.1","6.0.1"
"dotenv","npm","^16.0.0","16.4.5"
"dotenv","npm","^16.4.4","16.4.5"
"dotenv","npm","^16.4.5","16.4.5"
"dotenv","npm","^8.1.0","8.6.0"
"dotenv","npm","16.3.1","16.3.1"
"dotenv-expand","npm","^10.0.0","10.0.0"
